Date,Open,High,Low,Close,Volume,Stocks
2005-07-21,1.3133674749797464,1.3235860300865938,1.2893244827154966,1.3010451793670654,404264000,AAPL
2005-07-22,1.30555438495397,1.3223847150802612,1.3040514404462327,1.3223847150802612,301106400,AAPL
2005-07-25,1.3220835087131615,1.3307999250621532,1.3142700428361203,1.3166742324829102,294627200,AAPL
2005-07-26,1.3226851927333307,1.325690178965008,1.303149321301875,1.3112640380859375,268592800,AAPL
2005-07-27,1.3172747561730058,1.3244882264689515,1.2824124084508377,1.3220832347869873,283749200,AAPL
2005-07-28,1.3178756091091248,1.3223844417002137,1.3013465333915721,1.3163734674453735,251311200,AAPL
2005-07-29,1.309160215217488,1.333804912812923,1.2700902804935152,1.2818108797073364,562080400,AAPL
2005-08-01,1.279406663692766,1.2947340483749126,1.264680075573623,1.2848167419433594,314249600,AAPL
2005-08-02,1.2890246836994186,1.307357159792541,1.280609516803576,1.298040747642517,296875600,AAPL
2005-08-03,1.298040248127001,1.301646933139732,1.2854175026407577,1.2989414930343628,258322400,AAPL
2005-08-04,1.2890242365128637,1.2923297710262331,1.270991412665673,1.283614158630371,269304000,AAPL
2005-08-05,1.2770025627244939,1.303149303185464,1.262876770189944,1.2920295000076294,241931200,AAPL
2005-08-08,1.2923298857702181,1.2998438054723103,1.2806091862397206,1.2818108797073364,176383200,AAPL
2005-08-09,1.290225866233645,1.319078142206015,1.2896250697411533,1.316974401473999,380839200,AAPL
2005-08-10,1.3223845939980534,1.3341051926115641,1.301647031380508,1.3037508726119995,360945200,AAPL
2005-08-11,1.3040514404462327,1.3259905981620004,1.2998438579146598,1.3223847150802612,271983600,AAPL
2005-08-12,1.3061552481655976,1.3891045072944777,1.3031493589968273,1.3854985237121582,916036800,AAPL
2005-08-15,1.396918919589244,1.4525188464312786,1.396017674392636,1.4329838752746582,1086727600,AAPL
2005-08-16,1.4242678565131561,1.4275741935580588,1.388803807893629,1.3900063037872314,537622400,AAPL
2005-08-17,1.394514042065726,1.425770502151631,1.3936118944636728,1.4170548915863037,499724400,AAPL
2005-08-18,1.409841370152523,1.4125460071586493,1.37497902950195,1.3915081024169922,442559600,AAPL
2005-08-19,1.3909081828555525,1.4035310348848868,1.375580792236765,1.3773841857910156,376569200,AAPL
2005-08-22,1.387000503097919,1.405033428395213,1.360252867707019,1.3785853385925293,387732800,AAPL
2005-08-23,1.3779844720047134,1.3854982908134144,1.3620553888016051,1.374678134918213,295604400,AAPL
2005-08-24,1.370470324520484,1.4161529228066854,1.3701698761475347,1.3755799531936646,572070800,AAPL
2005-08-25,1.3860990946142904,1.3972188956527116,1.3767817833596105,1.3842957019805908,276253600,AAPL
2005-08-26,1.3860991876594395,1.3927109589824214,1.3632578847103367,1.374678134918213,261058000,AAPL
2005-08-29,1.3605533386313426,1.383394643118721,1.360252890188096,1.3776841163635254,256295200,AAPL
2005-08-30,1.382192266646437,1.4062352666691118,1.3800884251450642,1.3996233940124512,518761600,AAPL
2005-08-31,1.4083384558594023,1.413448184483872,1.3906068869740018,1.4092406034469604,402956400,AAPL
2005-09-01,1.412546434947011,1.4176561650113848,1.385197100341815,1.390306830406189,356367200,AAPL
2005-09-02,1.3915085557467195,1.4065363949982976,1.386099279972217,1.3891043663024902,222378800,AAPL
2005-09-06,1.4035302080972545,1.46904811841521,1.3990221782924153,1.4666439294815063,818619200,AAPL
2005-09-07,1.4741578551813979,1.4846768589584947,1.4401967552205501,1.4630372524261475,963074000,AAPL
2005-09-08,1.4831741129366824,1.5063157638305398,1.4768626897641144,1.496097207069397,702640400,AAPL
2005-09-09,1.5048131900558332,1.5432831369892854,1.4963980239646966,1.5420806407928467,615641600,AAPL
2005-09-12,1.5357691799814117,1.5516982655809226,1.5201413453835844,1.5447851419448853,452796400,AAPL
2005-09-13,1.5333645182950995,1.54147933352008,1.512326610035855,1.5273536443710327,492884000,AAPL
2005-09-14,1.534566212759908,1.538473446336095,1.4864802244963684,1.4909882545471191,474426400,AAPL
2005-09-15,1.5027090612907983,1.5081191391380793,1.4825731989555528,1.498801827430725,415156000,AAPL
2005-09-16,1.509622062860312,1.5390751361846924,1.5012068990533463,1.5390751361846924,591004400,AAPL
2005-09-19,1.5342655408906798,1.5895657900614633,1.5342655408906798,1.5820518732070923,783731200,AAPL
2005-09-20,1.5925716306685072,1.6172162302965156,1.5904677891287111,1.5985825061798096,819828800,AAPL
2005-09-21,1.5916702323010679,1.594374870383641,1.5586104682469057,1.5661234855651855,434747600,AAPL
2005-09-22,1.5592109337188074,1.5769434083722553,1.5423806068013843,1.5598118305206299,463727600,AAPL
2005-09-23,1.5658228154792335,1.6078987360701353,1.5580093508021253,1.5988826751708984,558457200,AAPL
2005-09-26,1.623827619693284,1.6397557980457824,1.6024892637560384,1.618117094039917,546562800,AAPL
2005-09-27,1.6205215728749154,1.6301392333736529,1.605794984796153,1.6060954332351685,341703600,AAPL
2005-09-28,1.594976164785782,1.5961786611611053,1.5204420547575366,1.5351686477661133,1125544000,AAPL
2005-09-29,1.5396761046893783,1.5805494297569829,1.527053358391291,1.5730363130569458,636846000,AAPL
2005-09-30,1.5727357325305686,1.612406555809679,1.5592108404158045,1.6112048625946045,531633200,AAPL
2005-10-03,1.6277349576093143,1.6391552078196197,1.6133088187348814,1.6361501216888428,507553200,AAPL
2005-10-04,1.6514780463477114,1.6634999998745121,1.612106850764351,1.6154131889343262,539459200,AAPL
